item_id,domain,topic,stem,choice_A,choice_B,choice_C,choice_D,key,rationale,combined,rasch_b,pvalue,point_biserial,enemy,status
NCX1018,Physiological Adaptation,respiratory distress,Which instruction prevents complication related to respiratory distress?,Ignore a drop in urine output if BP is normal,Increase oral fluids without assessing contraindications,Position in high-Fowler’s,Offer detailed education before stabilizing the client,C,The correct action for respiratory distress reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which instruction prevents complication related to respiratory distress ignore a drop in urine output if bp is normal increase oral fluids without assessing contraindications position in high fowler s offer detailed education before stabilizing the client,-0.2100452901271695,0.5388571428571428,0.4164429128656577,,active
NCX1019,Physiological Adaptation,respiratory distress,A client with respiratory distress has pressure injury risk factors. Which preventive action is most important to implement first?,Position in high-Fowler’s,Delegate initial assessment to unlicensed staff,Encourage ambulation during active chest pain,Provide comfort measures only,A,The correct action for respiratory distress reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client with respiratory distress has pressure injury risk factors which preventive action is most important to implement first position in high fowler s delegate initial assessment to unlicensed staff encourage ambulation during active chest pain provide comfort measures only,-0.5335557853725251,0.609,0.4247200253478478,,active
NCX1020,Physiological Adaptation,shock,"On a medical-surgical floor, a client with shock has intake < output for 24 hours and dry mucous membranes. Which intervention should the nurse implement first?",Lower oxygen when SpO2 drops to prevent dependence,Encourage rest and postpone evaluation,Document and reassess later without intervening,Initiate rapid isotonic IV fluids,D,The correct action for shock reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,on a medical surgical floor a client with shock has intake output for 24 hours and dry mucous membranes which intervention should the nurse implement first lower oxygen when spo2 drops to prevent dependence encourage rest and postpone evaluation document and reassess later without intervening initiate rapid isotonic iv fluids,-0.1627694181169269,0.5392857142857143,0.4054972833784732,,active
NCX1021,Physiological Adaptation,renal failure,"For a client being discharged with renal failure, which instruction is most important?",Encourage rest and postpone evaluation,Increase oral fluids without assessing contraindications,Apply restraints without trying alternatives,Assess for edema and weight gain,D,The correct action for renal failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,for a client being discharged with renal failure which instruction is most important encourage rest and postpone evaluation increase oral fluids without assessing contraindications apply restraints without trying alternatives assess for edema and weight gain,-0.3720337324752669,0.5667142857142857,0.4111591115237165,,active
NCX1022,Physiological Adaptation,GI bleeding,A client with GI bleeding is at risk for falls. Which intervention takes priority?,Encourage ambulation during active chest pain,Wait for provider rounds before acting,Delegate initial assessment to unlicensed staff,Prepare for possible endoscopy,D,The correct action for GI bleeding reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client with gi bleeding is at risk for falls which intervention takes priority encourage ambulation during active chest pain wait for provider rounds before acting delegate initial assessment to unlicensed staff prepare for possible endoscopy,0.8146806407554039,0.3362857142857143,0.3982915303003526,,active
NCX1023,Physiological Adaptation,heart failure,A 42-year-old client hospitalized for heart failure is confused and tries to get out of bed unassisted at night. Which intervention should the nurse implement to ensure safety?,Apply restraints without trying alternatives,Offer detailed education before stabilizing the client,Assess for pulmonary edema,Encourage ambulation during active chest pain,C,The correct action for heart failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a 42 year old client hospitalized for heart failure is confused and tries to get out of bed unassisted at night which intervention should the nurse implement to ensure safety apply restraints without trying alternatives offer detailed education before stabilizing the client assess for pulmonary edema encourage ambulation during active chest pain,0.253411084120979,0.4461428571428571,0.4046149242527781,,active
NCX1024,Physiological Adaptation,DKA management,Which nursing intervention reduces risk associated with DKA management?,Provide comfort measures only,Initiate IV fluids then insulin infusion,Document and reassess later without intervening,Lower oxygen when SpO2 drops to prevent dependence,B,The correct action for DKA management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which nursing intervention reduces risk associated with dka management provide comfort measures only initiate iv fluids then insulin infusion document and reassess later without intervening lower oxygen when spo2 drops to prevent dependence,1.691801672216766,0.1905714285714286,0.3425837228019299,,draft
NCX1025,Physiological Adaptation,GI bleeding,"In the ED, a 45-year-old client with history of GI bleeding reports new symptoms. Vitals: BP 136/57, HR 60, RR 15, Temp 39.3. Which intervention is most critical at this time?",Provide comfort measures only,Type and crossmatch per protocol,Encourage ambulation during active chest pain,Ignore a drop in urine output if BP is normal,B,The correct action for GI bleeding reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,in the ed a 45 year old client with history of gi bleeding reports new symptoms vitals bp 136 57 hr 60 rr 15 temp 39 3 which intervention is most critical at this time provide comfort measures only type and crossmatch per protocol encourage ambulation during active chest pain ignore a drop in urine output if bp is normal,-1.374454420280073,0.7554285714285714,0.3774108614402717,,active
NCX1026,Physiological Adaptation,GI bleeding,"During morning rounds, a client with GI bleeding requests assistance. What should the nurse do first?",Assess hemodynamic stability first,Wait for provider rounds before acting,Provide comfort measures only,Ignore a drop in urine output if BP is normal,A,The correct action for GI bleeding reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,during morning rounds a client with gi bleeding requests assistance what should the nurse do first assess hemodynamic stability first wait for provider rounds before acting provide comfort measures only ignore a drop in urine output if bp is normal,-0.3961500988979849,0.5762857142857143,0.4117761986573418,,active
NCX1027,Physiological Adaptation,COPD exacerbation,What is the safest positioning for a client with COPD exacerbation?,Titrate oxygen to 88–92% saturation,Encourage ambulation during active chest pain,Increase oral fluids without assessing contraindications,Ignore abnormal values if the client feels fine,A,The correct action for COPD exacerbation reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,what is the safest positioning for a client with copd exacerbation titrate oxygen to 88 92 saturation encourage ambulation during active chest pain increase oral fluids without assessing contraindications ignore abnormal values if the client feels fine,-0.291001123331612,0.5587142857142857,0.4186465044505007,,active
NCX1028,Physiological Adaptation,DKA management,A 53-year-old client hospitalized for DKA management is confused and tries to get out of bed unassisted at night. Which intervention should the nurse implement to ensure safety?,Increase oral fluids without assessing contraindications,Ignore abnormal values if the client feels fine,Monitor anion gap and ketones,Position the client supine regardless of condition,C,The correct action for DKA management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a 53 year old client hospitalized for dka management is confused and tries to get out of bed unassisted at night which intervention should the nurse implement to ensure safety increase oral fluids without assessing contraindications ignore abnormal values if the client feels fine monitor anion gap and ketones position the client supine regardless of condition,-0.003449795222064451,0.4952857142857143,0.4232915915833486,,active
NCX1029,Physiological Adaptation,heart failure,A client with heart failure has pressure injury risk factors. Which preventive action is most important to implement first?,Delegate initial assessment to unlicensed staff,Assess for pulmonary edema,Apply restraints without trying alternatives,Wait for provider rounds before acting,B,The correct action for heart failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client with heart failure has pressure injury risk factors which preventive action is most important to implement first delegate initial assessment to unlicensed staff assess for pulmonary edema apply restraints without trying alternatives wait for provider rounds before acting,-0.03873915718659054,0.5027142857142857,0.4121969467428639,,active
NCX1030,Physiological Adaptation,renal failure,The nurse cares for a client with renal failure and notices copious bright-red drainage. Which action takes priority?,Ignore abnormal values if the client feels fine,Position the client supine regardless of condition,Offer detailed education before stabilizing the client,Monitor serum creatinine and potassium,D,The correct action for renal failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,the nurse cares for a client with renal failure and notices copious bright red drainage which action takes priority ignore abnormal values if the client feels fine position the client supine regardless of condition offer detailed education before stabilizing the client monitor serum creatinine and potassium,-0.1742062234191225,0.5278571428571428,0.4272559996507885,,active
NCX1031,Physiological Adaptation,GI bleeding,"On a medical-surgical floor, a client with GI bleeding has intake < output for 24 hours and dry mucous membranes. Which intervention should the nurse implement first?",Wait for provider rounds before acting,Position the client supine regardless of condition,Provide comfort measures only,Prepare for possible endoscopy,D,The correct action for GI bleeding reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,on a medical surgical floor a client with gi bleeding has intake output for 24 hours and dry mucous membranes which intervention should the nurse implement first wait for provider rounds before acting position the client supine regardless of condition provide comfort measures only prepare for possible endoscopy,0.4539675745953426,0.4124285714285714,0.4118075535540439,{NCX0972},active
NCX1032,Physiological Adaptation,sepsis management,A 91-year-old client with sepsis management has oxygen saturation of 92 on room air and labored breathing. Which intervention is the priority?,Increase oral fluids without assessing contraindications,Administer broad-spectrum antibiotics promptly,Encourage ambulation during active chest pain,Lower oxygen when SpO2 drops to prevent dependence,B,The correct action for sepsis management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a 91 year old client with sepsis management has oxygen saturation of 92 on room air and labored breathing which intervention is the priority increase oral fluids without assessing contraindications administer broad spectrum antibiotics promptly encourage ambulation during active chest pain lower oxygen when spo2 drops to prevent dependence,-0.6705006390711866,0.6308571428571429,0.4062690838618362,,active
NCX1033,Physiological Adaptation,GI bleeding,A client with GI bleeding is at risk for falls. Which intervention takes priority?,Type and crossmatch per protocol,Ignore abnormal values if the client feels fine,Lower oxygen when SpO2 drops to prevent dependence,Position the client supine regardless of condition,A,The correct action for GI bleeding reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client with gi bleeding is at risk for falls which intervention takes priority type and crossmatch per protocol ignore abnormal values if the client feels fine lower oxygen when spo2 drops to prevent dependence position the client supine regardless of condition,0.6270023414221353,0.3675714285714285,0.4107553624959113,,active
NCX1034,Physiological Adaptation,heart failure,A client receiving education about heart failure is preparing for discharge to home. The client lives alone and has limited finances. Which teaching point is most important?,Restrict sodium and monitor fluid balance,Encourage ambulation during active chest pain,Document and reassess later without intervening,Increase oral fluids without assessing contraindications,A,The correct action for heart failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client receiving education about heart failure is preparing for discharge to home the client lives alone and has limited finances which teaching point is most important restrict sodium and monitor fluid balance encourage ambulation during active chest pain document and reassess later without intervening increase oral fluids without assessing contraindications,0.08746847316804403,0.473,0.4156913628265416,,active
NCX1035,Physiological Adaptation,GI bleeding,"A 48-year-old client admitted for GI bleeding now has vitals: BP 169/96, HR 87, RR 11, SpO2 96. The client is anxious and pale. Which action should the nurse prioritize?",Document and reassess later without intervening,Encourage ambulation during active chest pain,Ignore a drop in urine output if BP is normal,Prepare for possible endoscopy,D,The correct action for GI bleeding reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a 48 year old client admitted for gi bleeding now has vitals bp 169 96 hr 87 rr 11 spo2 96 the client is anxious and pale which action should the nurse prioritize document and reassess later without intervening encourage ambulation during active chest pain ignore a drop in urine output if bp is normal prepare for possible endoscopy,0.1778734389959534,0.4558571428571428,0.4057115515635969,,active
NCX1036,Physiological Adaptation,renal failure,Which nursing intervention reduces risk associated with renal failure?,Document and reassess later without intervening,Monitor serum creatinine and potassium,Encourage ambulation during active chest pain,Ignore abnormal values if the client feels fine,B,The correct action for renal failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which nursing intervention reduces risk associated with renal failure document and reassess later without intervening monitor serum creatinine and potassium encourage ambulation during active chest pain ignore abnormal values if the client feels fine,0.07421071520699386,0.48,0.434827886392962,,active
NCX1037,Physiological Adaptation,heart failure,Which intervention is indicated for a client experiencing heart failure symptoms?,Assess for pulmonary edema,Document and reassess later without intervening,Ignore a drop in urine output if BP is normal,Position the client supine regardless of condition,A,The correct action for heart failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which intervention is indicated for a client experiencing heart failure symptoms assess for pulmonary edema document and reassess later without intervening ignore a drop in urine output if bp is normal position the client supine regardless of condition,-0.4862080959326233,0.5987142857142858,0.4048424314725412,,active
NCX1038,Physiological Adaptation,sepsis management,Which intervention is indicated for a client experiencing sepsis management symptoms?,Delegate initial assessment to unlicensed staff,Administer broad-spectrum antibiotics promptly,Offer detailed education before stabilizing the client,Document and reassess later without intervening,B,The correct action for sepsis management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which intervention is indicated for a client experiencing sepsis management symptoms delegate initial assessment to unlicensed staff administer broad spectrum antibiotics promptly offer detailed education before stabilizing the client document and reassess later without intervening,0.3196441738323002,0.4322857142857143,0.4058880001755376,,active
NCX1039,Physiological Adaptation,sepsis management,Which finding indicates effective management of sepsis management?,Document and reassess later without intervening,Administer broad-spectrum antibiotics promptly,Lower oxygen when SpO2 drops to prevent dependence,Provide comfort measures only,B,The correct action for sepsis management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which finding indicates effective management of sepsis management document and reassess later without intervening administer broad spectrum antibiotics promptly lower oxygen when spo2 drops to prevent dependence provide comfort measures only,0.7305021046050667,0.3607142857142857,0.3975048539480168,,active
NCX1040,Physiological Adaptation,shock,Which finding in a client with shock is the highest priority for the nurse to report?,Maintain airway and oxygenation,Ignore a drop in urine output if BP is normal,Lower oxygen when SpO2 drops to prevent dependence,Provide comfort measures only,A,The correct action for shock reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which finding in a client with shock is the highest priority for the nurse to report maintain airway and oxygenation ignore a drop in urine output if bp is normal lower oxygen when spo2 drops to prevent dependence provide comfort measures only,0.3774781563713593,0.4135714285714286,0.404477492611336,,active
NCX1041,Physiological Adaptation,renal failure,A client treated for renal failure is being discharged with new prescriptions. The client expresses concerns about side effects and adherence. Which instruction is the priority?,Document and reassess later without intervening,Monitor serum creatinine and potassium,Delegate initial assessment to unlicensed staff,Provide comfort measures only,B,The correct action for renal failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client treated for renal failure is being discharged with new prescriptions the client expresses concerns about side effects and adherence which instruction is the priority document and reassess later without intervening monitor serum creatinine and potassium delegate initial assessment to unlicensed staff provide comfort measures only,0.986560826548785,0.309,0.3802679394457426,,active
NCX1042,Physiological Adaptation,COPD exacerbation,A client with COPD exacerbation has a central venous catheter. The nurse prepares to change the dressing using sterile technique. Which step is essential to prevent infection?,Encourage ambulation during active chest pain,Document and reassess later without intervening,Lower oxygen when SpO2 drops to prevent dependence,Titrate oxygen to 88–92% saturation,D,The correct action for COPD exacerbation reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client with copd exacerbation has a central venous catheter the nurse prepares to change the dressing using sterile technique which step is essential to prevent infection encourage ambulation during active chest pain document and reassess later without intervening lower oxygen when spo2 drops to prevent dependence titrate oxygen to 88 92 saturation,-0.3842032936334973,0.5685714285714286,0.4104332377854525,,active
NCX1043,Physiological Adaptation,GI bleeding,"A client with GI bleeding reports new onset chest discomfort. Vitals: BP 93/64, HR 112. Which nursing action is most appropriate?",Wait for provider rounds before acting,Encourage ambulation during active chest pain,Prepare for possible endoscopy,Increase oral fluids without assessing contraindications,C,The correct action for GI bleeding reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client with gi bleeding reports new onset chest discomfort vitals bp 93 64 hr 112 which nursing action is most appropriate wait for provider rounds before acting encourage ambulation during active chest pain prepare for possible endoscopy increase oral fluids without assessing contraindications,-0.09827860646081704,0.523,0.4027325372516234,,active
NCX1044,Physiological Adaptation,heart failure,Which intervention is indicated for a client experiencing heart failure symptoms?,Lower oxygen when SpO2 drops to prevent dependence,Position the client supine regardless of condition,Apply restraints without trying alternatives,Restrict sodium and monitor fluid balance,D,The correct action for heart failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which intervention is indicated for a client experiencing heart failure symptoms lower oxygen when spo2 drops to prevent dependence position the client supine regardless of condition apply restraints without trying alternatives restrict sodium and monitor fluid balance,0.8419515650010437,0.3371428571428571,0.3971084040028305,,active
NCX1045,Physiological Adaptation,sepsis management,A client with sepsis management has stable vitals. Which action can be safely assigned to an LPN?,Document and reassess later without intervening,Increase oral fluids without assessing contraindications,Start fluid resuscitation per protocol,Apply restraints without trying alternatives,C,The correct action for sepsis management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client with sepsis management has stable vitals which action can be safely assigned to an lpn document and reassess later without intervening increase oral fluids without assessing contraindications start fluid resuscitation per protocol apply restraints without trying alternatives,0.757282482213706,0.3435714285714286,0.3997190759881463,,active
NCX1046,Physiological Adaptation,COPD exacerbation,Which intervention is indicated for a client experiencing COPD exacerbation symptoms?,Offer detailed education before stabilizing the client,Delegate initial assessment to unlicensed staff,Ignore a drop in urine output if BP is normal,Administer bronchodilators as prescribed,D,The correct action for COPD exacerbation reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which intervention is indicated for a client experiencing copd exacerbation symptoms offer detailed education before stabilizing the client delegate initial assessment to unlicensed staff ignore a drop in urine output if bp is normal administer bronchodilators as prescribed,-1.807195631199928,0.8241428571428572,0.341088080284487,,active
NCX1047,Physiological Adaptation,shock,Which assessment should the nurse perform first for a client with shock?,Document and reassess later without intervening,Ignore abnormal values if the client feels fine,Maintain airway and oxygenation,Offer detailed education before stabilizing the client,C,The correct action for shock reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which assessment should the nurse perform first for a client with shock document and reassess later without intervening ignore abnormal values if the client feels fine maintain airway and oxygenation offer detailed education before stabilizing the client,-0.1727459222256222,0.5291428571428571,0.4103542923354663,,active
NCX1048,Physiological Adaptation,shock,A 37-year-old client hospitalized for shock is confused and tries to get out of bed unassisted at night. Which intervention should the nurse implement to ensure safety?,Trend vitals and urine output closely,Encourage rest and postpone evaluation,Offer detailed education before stabilizing the client,Provide comfort measures only,A,The correct action for shock reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a 37 year old client hospitalized for shock is confused and tries to get out of bed unassisted at night which intervention should the nurse implement to ensure safety trend vitals and urine output closely encourage rest and postpone evaluation offer detailed education before stabilizing the client provide comfort measures only,0.04402319839460714,0.4891428571428572,0.4126430244145011,,active
NCX1049,Physiological Adaptation,renal failure,A client with renal failure refuses a blood transfusion due to personal beliefs. Which action by the nurse is most appropriate?,Delegate initial assessment to unlicensed staff,Encourage rest and postpone evaluation,Lower oxygen when SpO2 drops to prevent dependence,Assess for edema and weight gain,D,The correct action for renal failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client with renal failure refuses a blood transfusion due to personal beliefs which action by the nurse is most appropriate delegate initial assessment to unlicensed staff encourage rest and postpone evaluation lower oxygen when spo2 drops to prevent dependence assess for edema and weight gain,-1.618765501833324,0.7977142857142857,0.3669541842126462,{NCX0994},active
NCX1050,Physiological Adaptation,sepsis management,Which instruction prevents complication related to sepsis management?,Apply restraints without trying alternatives,Start fluid resuscitation per protocol,Encourage ambulation during active chest pain,Position the client supine regardless of condition,B,The correct action for sepsis management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which instruction prevents complication related to sepsis management apply restraints without trying alternatives start fluid resuscitation per protocol encourage ambulation during active chest pain position the client supine regardless of condition,0.5192190205735537,0.3867142857142857,0.3897204027378509,,active
NCX1051,Physiological Adaptation,sepsis management,"On a medical-surgical floor, a client with sepsis management has intake < output for 24 hours and dry mucous membranes. Which intervention should the nurse implement first?",Start fluid resuscitation per protocol,Encourage rest and postpone evaluation,Document and reassess later without intervening,Ignore abnormal values if the client feels fine,A,The correct action for sepsis management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,on a medical surgical floor a client with sepsis management has intake output for 24 hours and dry mucous membranes which intervention should the nurse implement first start fluid resuscitation per protocol encourage rest and postpone evaluation document and reassess later without intervening ignore abnormal values if the client feels fine,0.6171232112822614,0.3724285714285714,0.4164042909929306,,active
NCX1052,Physiological Adaptation,sepsis management,Which assessment should the nurse perform first for a client with sepsis management?,Delegate initial assessment to unlicensed staff,Ignore a drop in urine output if BP is normal,Start fluid resuscitation per protocol,Provide comfort measures only,C,The correct action for sepsis management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which assessment should the nurse perform first for a client with sepsis management delegate initial assessment to unlicensed staff ignore a drop in urine output if bp is normal start fluid resuscitation per protocol provide comfort measures only,-0.1916555975103291,0.5402857142857143,0.4038245627789683,{NCX1016},active
NCX1053,Physiological Adaptation,respiratory distress,Which lab value in the setting of respiratory distress requires immediate intervention?,Provide comfort measures only,Position the client supine regardless of condition,Notify provider for escalating distress,Delegate initial assessment to unlicensed staff,C,The correct action for respiratory distress reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which lab value in the setting of respiratory distress requires immediate intervention provide comfort measures only position the client supine regardless of condition notify provider for escalating distress delegate initial assessment to unlicensed staff,-0.6251429238761165,0.6134285714285714,0.4094319778129215,,active
NCX1054,Physiological Adaptation,sepsis management,A client treated for sepsis management is being discharged with new prescriptions. The client expresses concerns about side effects and adherence. Which instruction is the priority?,Wait for provider rounds before acting,Administer broad-spectrum antibiotics promptly,Position the client supine regardless of condition,Delegate initial assessment to unlicensed staff,B,The correct action for sepsis management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client treated for sepsis management is being discharged with new prescriptions the client expresses concerns about side effects and adherence which instruction is the priority wait for provider rounds before acting administer broad spectrum antibiotics promptly position the client supine regardless of condition delegate initial assessment to unlicensed staff,1.567144858782156,0.2014285714285714,0.3514933124586276,,draft
NCX1055,Physiological Adaptation,sepsis management,Which nursing intervention reduces risk associated with sepsis management?,Ignore abnormal values if the client feels fine,Position the client supine regardless of condition,Ignore a drop in urine output if BP is normal,Administer broad-spectrum antibiotics promptly,D,The correct action for sepsis management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which nursing intervention reduces risk associated with sepsis management ignore abnormal values if the client feels fine position the client supine regardless of condition ignore a drop in urine output if bp is normal administer broad spectrum antibiotics promptly,0.8020881420811797,0.3377142857142857,0.4024162709578385,,active
NCX1056,Physiological Adaptation,shock,"In the ED, a 40-year-old client with history of shock reports new symptoms. Vitals: BP 178/60, HR 60, RR 14, Temp 36.5. Which intervention is most critical at this time?",Ignore a drop in urine output if BP is normal,Initiate rapid isotonic IV fluids,Offer detailed education before stabilizing the client,Encourage rest and postpone evaluation,B,The correct action for shock reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,in the ed a 40 year old client with history of shock reports new symptoms vitals bp 178 60 hr 60 rr 14 temp 36 5 which intervention is most critical at this time ignore a drop in urine output if bp is normal initiate rapid isotonic iv fluids offer detailed education before stabilizing the client encourage rest and postpone evaluation,0.04757149568259176,0.4877142857142857,0.4178834304652237,,active
NCX1057,Physiological Adaptation,shock,"Before administering medication related to shock, what should the nurse verify?",Maintain airway and oxygenation,Apply restraints without trying alternatives,Ignore a drop in urine output if BP is normal,Lower oxygen when SpO2 drops to prevent dependence,A,The correct action for shock reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,before administering medication related to shock what should the nurse verify maintain airway and oxygenation apply restraints without trying alternatives ignore a drop in urine output if bp is normal lower oxygen when spo2 drops to prevent dependence,-0.5279514895927347,0.6071428571428571,0.4136799659172567,,active
NCX1058,Physiological Adaptation,renal failure,Which prescription is most appropriate for a client with renal failure?,Increase oral fluids without assessing contraindications,Encourage rest and postpone evaluation,Document and reassess later without intervening,Restrict fluids and sodium as ordered,D,The correct action for renal failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which prescription is most appropriate for a client with renal failure increase oral fluids without assessing contraindications encourage rest and postpone evaluation document and reassess later without intervening restrict fluids and sodium as ordered,0.3915728714339956,0.4154285714285714,0.4082953687498851,,active
NCX1059,Physiological Adaptation,renal failure,Which PPE sequence is correct when caring for a client with renal failure?,Increase oral fluids without assessing contraindications,Monitor serum creatinine and potassium,Lower oxygen when SpO2 drops to prevent dependence,Encourage rest and postpone evaluation,B,The correct action for renal failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which ppe sequence is correct when caring for a client with renal failure increase oral fluids without assessing contraindications monitor serum creatinine and potassium lower oxygen when spo2 drops to prevent dependence encourage rest and postpone evaluation,-1.801707843372912,0.8161428571428572,0.356699496437186,,active
NCX1060,Physiological Adaptation,heart failure,Which step of sterile technique is critical when performing care related to heart failure?,Daily weights to track fluid status,Document and reassess later without intervening,Delegate initial assessment to unlicensed staff,Encourage ambulation during active chest pain,A,The correct action for heart failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which step of sterile technique is critical when performing care related to heart failure daily weights to track fluid status document and reassess later without intervening delegate initial assessment to unlicensed staff encourage ambulation during active chest pain,0.1486601820821097,0.4762857142857143,0.4030092756481296,,active
NCX1061,Physiological Adaptation,respiratory distress,"A client with respiratory distress reports new onset chest discomfort. Vitals: BP 93/96, HR 126. Which nursing action is most appropriate?",Apply restraints without trying alternatives,Apply oxygen to maintain saturation,Document and reassess later without intervening,Ignore abnormal values if the client feels fine,B,The correct action for respiratory distress reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client with respiratory distress reports new onset chest discomfort vitals bp 93 96 hr 126 which nursing action is most appropriate apply restraints without trying alternatives apply oxygen to maintain saturation document and reassess later without intervening ignore abnormal values if the client feels fine,-1.089922187548308,0.7117142857142857,0.3686630892495462,,active
NCX1062,Physiological Adaptation,shock,Which instruction prevents complication related to shock?,Apply restraints without trying alternatives,Encourage ambulation during active chest pain,Lower oxygen when SpO2 drops to prevent dependence,Maintain airway and oxygenation,D,The correct action for shock reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which instruction prevents complication related to shock apply restraints without trying alternatives encourage ambulation during active chest pain lower oxygen when spo2 drops to prevent dependence maintain airway and oxygenation,0.7102002647469391,0.3498571428571429,0.3984414901400962,,active
NCX1063,Physiological Adaptation,respiratory distress,A client with respiratory distress arrives on the unit. Which action should the nurse perform first?,Offer detailed education before stabilizing the client,Lower oxygen when SpO2 drops to prevent dependence,Apply oxygen to maintain saturation,Encourage ambulation during active chest pain,C,The correct action for respiratory distress reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client with respiratory distress arrives on the unit which action should the nurse perform first offer detailed education before stabilizing the client lower oxygen when spo2 drops to prevent dependence apply oxygen to maintain saturation encourage ambulation during active chest pain,-0.3556849935167342,0.5738571428571428,0.4002043038119751,,active
NCX1064,Physiological Adaptation,renal failure,Which step of sterile technique is critical when performing care related to renal failure?,Monitor serum creatinine and potassium,Apply restraints without trying alternatives,Lower oxygen when SpO2 drops to prevent dependence,Encourage ambulation during active chest pain,A,The correct action for renal failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which step of sterile technique is critical when performing care related to renal failure monitor serum creatinine and potassium apply restraints without trying alternatives lower oxygen when spo2 drops to prevent dependence encourage ambulation during active chest pain,0.7702782811015383,0.3371428571428571,0.3950628631013649,,active
NCX1065,Physiological Adaptation,renal failure,"Before administering medication related to renal failure, what should the nurse verify?",Assess for edema and weight gain,Increase oral fluids without assessing contraindications,Document and reassess later without intervening,Encourage ambulation during active chest pain,A,The correct action for renal failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,before administering medication related to renal failure what should the nurse verify assess for edema and weight gain increase oral fluids without assessing contraindications document and reassess later without intervening encourage ambulation during active chest pain,0.1606860771645648,0.4571428571428571,0.4247420395014346,,active
NCX1066,Psychosocial Integrity,abuse reporting,"A postoperative client with abuse reporting has labs: K+ 2.6, Na+ 122, Hgb 15.7. Vitals: BP 178/103, HR 70. Which order should the nurse implement first?",Wait for provider rounds before acting,Increase oral fluids without assessing contraindications,Report suspected abuse per legal requirements,Provide comfort measures only,C,The correct action for abuse reporting reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a postoperative client with abuse reporting has labs k 2 6 na 122 hgb 15 7 vitals bp 178 103 hr 70 which order should the nurse implement first wait for provider rounds before acting increase oral fluids without assessing contraindications report suspected abuse per legal requirements provide comfort measures only,-0.6091378425142018,0.6212857142857143,0.3980165144136246,,active
NCX1067,Psychosocial Integrity,anxiety management,A client receiving education about anxiety management is preparing for discharge to home. The client lives alone and has limited finances. Which teaching point is most important?,Document and reassess later without intervening,"Provide a quiet, calm environment",Delegate initial assessment to unlicensed staff,Offer detailed education before stabilizing the client,B,The correct action for anxiety management reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client receiving education about anxiety management is preparing for discharge to home the client lives alone and has limited finances which teaching point is most important document and reassess later without intervening provide a quiet calm environment delegate initial assessment to unlicensed staff offer detailed education before stabilizing the client,-0.4265631398636012,0.583,0.3978922939530546,,active
