item_id,domain,topic,stem,choice_A,choice_B,choice_C,choice_D,key,rationale,combined,rasch_b,pvalue,point_biserial,enemy,status
NCX1046,Physiological Adaptation,COPD exacerbation,Which intervention is indicated for a client experiencing COPD exacerbation symptoms?,Offer detailed education before stabilizing the client,Delegate initial assessment to unlicensed staff,Ignore a drop in urine output if BP is normal,Administer bronchodilators as prescribed,D,The correct action for COPD exacerbation reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which intervention is indicated for a client experiencing copd exacerbation symptoms offer detailed education before stabilizing the client delegate initial assessment to unlicensed staff ignore a drop in urine output if bp is normal administer bronchodilators as prescribed,-1.807195631,0.824142857,0.34108808,,active
NCX1047,Physiological Adaptation,shock,Which assessment should the nurse perform first for a client with shock?,Document and reassess later without intervening,Ignore abnormal values if the client feels fine,Maintain airway and oxygenation,Offer detailed education before stabilizing the client,C,The correct action for shock reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which assessment should the nurse perform first for a client with shock document and reassess later without intervening ignore abnormal values if the client feels fine maintain airway and oxygenation offer detailed education before stabilizing the client,-0.172745922,0.529142857,0.410354292,,active
NCX1048,Physiological Adaptation,shock,A 37-year-old client hospitalized for shock is confused and tries to get out of bed unassisted at night. Which intervention should the nurse implement to ensure safety?,Trend vitals and urine output closely,Encourage rest and postpone evaluation,Offer detailed education before stabilizing the client,Provide comfort measures only,A,The correct action for shock reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a 37 year old client hospitalized for shock is confused and tries to get out of bed unassisted at night which intervention should the nurse implement to ensure safety trend vitals and urine output closely encourage rest and postpone evaluation offer detailed education before stabilizing the client provide comfort measures only,0.044023198,0.489142857,0.412643024,,active
NCX1049,Physiological Adaptation,renal failure,A client with renal failure refuses a blood transfusion due to personal beliefs. Which action by the nurse is most appropriate?,Delegate initial assessment to unlicensed staff,Encourage rest and postpone evaluation,Lower oxygen when SpO2 drops to prevent dependence,Assess for edema and weight gain,D,The correct action for renal failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client with renal failure refuses a blood transfusion due to personal beliefs which action by the nurse is most appropriate delegate initial assessment to unlicensed staff encourage rest and postpone evaluation lower oxygen when spo2 drops to prevent dependence assess for edema and weight gain,-1.618765502,0.797714286,0.366954184,NCX0994,active
NCX1050,Physiological Adaptation,sepsis management,Which instruction prevents complication related to sepsis management?,Apply restraints without trying alternatives,Start fluid resuscitation per protocol,Encourage ambulation during active chest pain,Position the client supine regardless of condition,B,The correct action for sepsis management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which instruction prevents complication related to sepsis management apply restraints without trying alternatives start fluid resuscitation per protocol encourage ambulation during active chest pain position the client supine regardless of condition,0.519219021,0.386714286,0.389720403,,active
NCX1051,Physiological Adaptation,sepsis management,"On a medical-surgical floor, a client with sepsis management has intake < output for 24 hours and dry mucous membranes. Which intervention should the nurse implement first?",Start fluid resuscitation per protocol,Encourage rest and postpone evaluation,Document and reassess later without intervening,Ignore abnormal values if the client feels fine,A,The correct action for sepsis management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,on a medical surgical floor a client with sepsis management has intake output for 24 hours and dry mucous membranes which intervention should the nurse implement first start fluid resuscitation per protocol encourage rest and postpone evaluation document and reassess later without intervening ignore abnormal values if the client feels fine,0.617123211,0.372428571,0.416404291,,active
NCX1052,Physiological Adaptation,sepsis management,Which assessment should the nurse perform first for a client with sepsis management?,Delegate initial assessment to unlicensed staff,Ignore a drop in urine output if BP is normal,Start fluid resuscitation per protocol,Provide comfort measures only,C,The correct action for sepsis management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which assessment should the nurse perform first for a client with sepsis management delegate initial assessment to unlicensed staff ignore a drop in urine output if bp is normal start fluid resuscitation per protocol provide comfort measures only,-0.191655598,0.540285714,0.403824563,NCX1016,active
NCX1053,Physiological Adaptation,respiratory distress,Which lab value in the setting of respiratory distress requires immediate intervention?,Provide comfort measures only,Position the client supine regardless of condition,Notify provider for escalating distress,Delegate initial assessment to unlicensed staff,C,The correct action for respiratory distress reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which lab value in the setting of respiratory distress requires immediate intervention provide comfort measures only position the client supine regardless of condition notify provider for escalating distress delegate initial assessment to unlicensed staff,-0.625142924,0.613428571,0.409431978,,active
NCX1054,Physiological Adaptation,sepsis management,A client treated for sepsis management is being discharged with new prescriptions. The client expresses concerns about side effects and adherence. Which instruction is the priority?,Wait for provider rounds before acting,Administer broad-spectrum antibiotics promptly,Position the client supine regardless of condition,Delegate initial assessment to unlicensed staff,B,The correct action for sepsis management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client treated for sepsis management is being discharged with new prescriptions the client expresses concerns about side effects and adherence which instruction is the priority wait for provider rounds before acting administer broad spectrum antibiotics promptly position the client supine regardless of condition delegate initial assessment to unlicensed staff,1.567144859,0.201428571,0.351493312,,draft
NCX1055,Physiological Adaptation,sepsis management,Which nursing intervention reduces risk associated with sepsis management?,Ignore abnormal values if the client feels fine,Position the client supine regardless of condition,Ignore a drop in urine output if BP is normal,Administer broad-spectrum antibiotics promptly,D,The correct action for sepsis management reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which nursing intervention reduces risk associated with sepsis management ignore abnormal values if the client feels fine position the client supine regardless of condition ignore a drop in urine output if bp is normal administer broad spectrum antibiotics promptly,0.802088142,0.337714286,0.402416271,,active
NCX1056,Physiological Adaptation,shock,"In the ED, a 40-year-old client with history of shock reports new symptoms. Vitals: BP 178/60, HR 60, RR 14, Temp 36.5. Which intervention is most critical at this time?",Ignore a drop in urine output if BP is normal,Initiate rapid isotonic IV fluids,Offer detailed education before stabilizing the client,Encourage rest and postpone evaluation,B,The correct action for shock reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,in the ed a 40 year old client with history of shock reports new symptoms vitals bp 178 60 hr 60 rr 14 temp 36 5 which intervention is most critical at this time ignore a drop in urine output if bp is normal initiate rapid isotonic iv fluids offer detailed education before stabilizing the client encourage rest and postpone evaluation,0.047571496,0.487714286,0.41788343,,active
NCX1057,Physiological Adaptation,shock,"Before administering medication related to shock, what should the nurse verify?",Maintain airway and oxygenation,Apply restraints without trying alternatives,Ignore a drop in urine output if BP is normal,Lower oxygen when SpO2 drops to prevent dependence,A,The correct action for shock reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,before administering medication related to shock what should the nurse verify maintain airway and oxygenation apply restraints without trying alternatives ignore a drop in urine output if bp is normal lower oxygen when spo2 drops to prevent dependence,-0.52795149,0.607142857,0.413679966,,active
NCX1058,Physiological Adaptation,renal failure,Which prescription is most appropriate for a client with renal failure?,Increase oral fluids without assessing contraindications,Encourage rest and postpone evaluation,Document and reassess later without intervening,Restrict fluids and sodium as ordered,D,The correct action for renal failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which prescription is most appropriate for a client with renal failure increase oral fluids without assessing contraindications encourage rest and postpone evaluation document and reassess later without intervening restrict fluids and sodium as ordered,0.391572871,0.415428571,0.408295369,,active
NCX1059,Physiological Adaptation,renal failure,Which PPE sequence is correct when caring for a client with renal failure?,Increase oral fluids without assessing contraindications,Monitor serum creatinine and potassium,Lower oxygen when SpO2 drops to prevent dependence,Encourage rest and postpone evaluation,B,The correct action for renal failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which ppe sequence is correct when caring for a client with renal failure increase oral fluids without assessing contraindications monitor serum creatinine and potassium lower oxygen when spo2 drops to prevent dependence encourage rest and postpone evaluation,-1.801707843,0.816142857,0.356699496,,active
NCX1060,Physiological Adaptation,heart failure,Which step of sterile technique is critical when performing care related to heart failure?,Daily weights to track fluid status,Document and reassess later without intervening,Delegate initial assessment to unlicensed staff,Encourage ambulation during active chest pain,A,The correct action for heart failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which step of sterile technique is critical when performing care related to heart failure daily weights to track fluid status document and reassess later without intervening delegate initial assessment to unlicensed staff encourage ambulation during active chest pain,0.148660182,0.476285714,0.403009276,,active
NCX1061,Physiological Adaptation,respiratory distress,"A client with respiratory distress reports new onset chest discomfort. Vitals: BP 93/96, HR 126. Which nursing action is most appropriate?",Apply restraints without trying alternatives,Apply oxygen to maintain saturation,Document and reassess later without intervening,Ignore abnormal values if the client feels fine,B,The correct action for respiratory distress reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client with respiratory distress reports new onset chest discomfort vitals bp 93 96 hr 126 which nursing action is most appropriate apply restraints without trying alternatives apply oxygen to maintain saturation document and reassess later without intervening ignore abnormal values if the client feels fine,-1.089922188,0.711714286,0.368663089,,active
NCX1062,Physiological Adaptation,shock,Which instruction prevents complication related to shock?,Apply restraints without trying alternatives,Encourage ambulation during active chest pain,Lower oxygen when SpO2 drops to prevent dependence,Maintain airway and oxygenation,D,The correct action for shock reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which instruction prevents complication related to shock apply restraints without trying alternatives encourage ambulation during active chest pain lower oxygen when spo2 drops to prevent dependence maintain airway and oxygenation,0.710200265,0.349857143,0.39844149,,active
NCX1063,Physiological Adaptation,respiratory distress,A client with respiratory distress arrives on the unit. Which action should the nurse perform first?,Offer detailed education before stabilizing the client,Lower oxygen when SpO2 drops to prevent dependence,Apply oxygen to maintain saturation,Encourage ambulation during active chest pain,C,The correct action for respiratory distress reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,a client with respiratory distress arrives on the unit which action should the nurse perform first offer detailed education before stabilizing the client lower oxygen when spo2 drops to prevent dependence apply oxygen to maintain saturation encourage ambulation during active chest pain,-0.355684994,0.573857143,0.400204304,,active
NCX1064,Physiological Adaptation,renal failure,Which step of sterile technique is critical when performing care related to renal failure?,Monitor serum creatinine and potassium,Apply restraints without trying alternatives,Lower oxygen when SpO2 drops to prevent dependence,Encourage ambulation during active chest pain,A,The correct action for renal failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,which step of sterile technique is critical when performing care related to renal failure monitor serum creatinine and potassium apply restraints without trying alternatives lower oxygen when spo2 drops to prevent dependence encourage ambulation during active chest pain,0.770278281,0.337142857,0.395062863,,active
NCX1065,Physiological Adaptation,renal failure,"Before administering medication related to renal failure, what should the nurse verify?",Assess for edema and weight gain,Increase oral fluids without assessing contraindications,Document and reassess later without intervening,Encourage ambulation during active chest pain,A,The correct action for renal failure reflects NCLEX priorities and evidence-based practice for Physiological Adaptation.,before administering medication related to renal failure what should the nurse verify assess for edema and weight gain increase oral fluids without assessing contraindications document and reassess later without intervening encourage ambulation during active chest pain,0.160686077,0.457142857,0.42474204,,active
NCX1066,Psychosocial Integrity,abuse reporting,"A postoperative client with abuse reporting has labs: K+ 2.6, Na+ 122, Hgb 15.7. Vitals: BP 178/103, HR 70. Which order should the nurse implement first?",Wait for provider rounds before acting,Increase oral fluids without assessing contraindications,Report suspected abuse per legal requirements,Provide comfort measures only,C,The correct action for abuse reporting reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a postoperative client with abuse reporting has labs k 2 6 na 122 hgb 15 7 vitals bp 178 103 hr 70 which order should the nurse implement first wait for provider rounds before acting increase oral fluids without assessing contraindications report suspected abuse per legal requirements provide comfort measures only,-0.609137843,0.621285714,0.398016514,,active
NCX1067,Psychosocial Integrity,anxiety management,A client receiving education about anxiety management is preparing for discharge to home. The client lives alone and has limited finances. Which teaching point is most important?,Document and reassess later without intervening,"Provide a quiet, calm environment",Delegate initial assessment to unlicensed staff,Offer detailed education before stabilizing the client,B,The correct action for anxiety management reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client receiving education about anxiety management is preparing for discharge to home the client lives alone and has limited finances which teaching point is most important document and reassess later without intervening provide a quiet calm environment delegate initial assessment to unlicensed staff offer detailed education before stabilizing the client,-0.42656314,0.583,0.397892294,,active
NCX1068,Psychosocial Integrity,end-of-life care,Which action reflects evidence-based practice in managing end-of-life care?,Manage pain proactively,Offer detailed education before stabilizing the client,Wait for provider rounds before acting,Provide comfort measures only,A,The correct action for end-of-life care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which action reflects evidence based practice in managing end of life care manage pain proactively offer detailed education before stabilizing the client wait for provider rounds before acting provide comfort measures only,0.010587611,0.501,0.42150061,,active
NCX1069,Psychosocial Integrity,abuse reporting,"A client with abuse reporting suddenly exhibits use of accessory muscles. Vitals: BP 153/100, HR 50, RR 15, SpO2 84. Which action should the nurse take first?",Document objective findings thoroughly,Document and reassess later without intervening,Ignore abnormal values if the client feels fine,Provide comfort measures only,A,The correct action for abuse reporting reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with abuse reporting suddenly exhibits use of accessory muscles vitals bp 153 100 hr 50 rr 15 spo2 84 which action should the nurse take first document objective findings thoroughly document and reassess later without intervening ignore abnormal values if the client feels fine provide comfort measures only,0.399812888,0.416571429,0.420479963,,active
NCX1070,Psychosocial Integrity,abuse reporting,Which task related to abuse reporting is appropriate to delegate to an experienced UAP?,Encourage rest and postpone evaluation,Increase oral fluids without assessing contraindications,Report suspected abuse per legal requirements,Apply restraints without trying alternatives,C,The correct action for abuse reporting reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which task related to abuse reporting is appropriate to delegate to an experienced uap encourage rest and postpone evaluation increase oral fluids without assessing contraindications report suspected abuse per legal requirements apply restraints without trying alternatives,1.329217051,0.248714286,0.371323434,NCX1214,draft
NCX1071,Psychosocial Integrity,depression care,"In the ED, a 89-year-old client with history of depression care reports new symptoms. Vitals: BP 152/52, HR 130, RR 23, Temp 39.8. Which intervention is most critical at this time?",Provide comfort measures only,Increase oral fluids without assessing contraindications,Wait for provider rounds before acting,Promote regular sleep and activity,D,The correct action for depression care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,in the ed a 89 year old client with history of depression care reports new symptoms vitals bp 152 52 hr 130 rr 23 temp 39 8 which intervention is most critical at this time provide comfort measures only increase oral fluids without assessing contraindications wait for provider rounds before acting promote regular sleep and activity,0.706904261,0.353,0.415778968,,active
NCX1072,Psychosocial Integrity,therapeutic communication,A client with therapeutic communication is scheduled for a diagnostic procedure today. What should the nurse verify before the procedure begins?,Apply restraints without trying alternatives,Offer to sit quietly and listen,Offer detailed education before stabilizing the client,Position the client supine regardless of condition,B,The correct action for therapeutic communication reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with therapeutic communication is scheduled for a diagnostic procedure today what should the nurse verify before the procedure begins apply restraints without trying alternatives offer to sit quietly and listen offer detailed education before stabilizing the client position the client supine regardless of condition,-0.595104225,0.615714286,0.382188705,,active
NCX1073,Psychosocial Integrity,anxiety management,Which finding indicates effective management of anxiety management?,Document and reassess later without intervening,Encourage slow deep breathing,Delegate initial assessment to unlicensed staff,Provide comfort measures only,B,The correct action for anxiety management reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which finding indicates effective management of anxiety management document and reassess later without intervening encourage slow deep breathing delegate initial assessment to unlicensed staff provide comfort measures only,1.215661333,0.266,0.369687567,NCX1225,active
NCX1074,Psychosocial Integrity,schizophrenia care,A client with schizophrenia care refuses a blood transfusion due to personal beliefs. Which action by the nurse is most appropriate?,Ignore abnormal values if the client feels fine,Document and reassess later without intervening,Use reality-based statements for hallucinations,Provide comfort measures only,C,The correct action for schizophrenia care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with schizophrenia care refuses a blood transfusion due to personal beliefs which action by the nurse is most appropriate ignore abnormal values if the client feels fine document and reassess later without intervening use reality based statements for hallucinations provide comfort measures only,-0.556589516,0.611857143,0.401834281,,active
NCX1075,Psychosocial Integrity,schizophrenia care,"Before administering medication related to schizophrenia care, what should the nurse verify?",Apply restraints without trying alternatives,Use reality-based statements for hallucinations,Delegate initial assessment to unlicensed staff,Document and reassess later without intervening,B,The correct action for schizophrenia care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,before administering medication related to schizophrenia care what should the nurse verify apply restraints without trying alternatives use reality based statements for hallucinations delegate initial assessment to unlicensed staff document and reassess later without intervening,1.019881297,0.297142857,0.408743062,,active
NCX1076,Psychosocial Integrity,schizophrenia care,Which prescription is most appropriate for a client with schizophrenia care?,Increase oral fluids without assessing contraindications,Provide comfort measures only,Assess medication adherence and side effects,Position the client supine regardless of condition,C,The correct action for schizophrenia care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which prescription is most appropriate for a client with schizophrenia care increase oral fluids without assessing contraindications provide comfort measures only assess medication adherence and side effects position the client supine regardless of condition,-0.866486189,0.666142857,0.403586661,,active
NCX1077,Psychosocial Integrity,depression care,"On a medical-surgical floor, a client with depression care has intake < output for 24 hours and dry mucous membranes. Which intervention should the nurse implement first?",Offer detailed education before stabilizing the client,Encourage adherence to therapy and medication,Position the client supine regardless of condition,Encourage rest and postpone evaluation,B,The correct action for depression care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,on a medical surgical floor a client with depression care has intake output for 24 hours and dry mucous membranes which intervention should the nurse implement first offer detailed education before stabilizing the client encourage adherence to therapy and medication position the client supine regardless of condition encourage rest and postpone evaluation,-0.150604079,0.526142857,0.417748426,,active
NCX1078,Psychosocial Integrity,anxiety management,A client with anxiety management arrives on the unit. Which action should the nurse perform first?,"Provide a quiet, calm environment",Provide comfort measures only,Offer detailed education before stabilizing the client,Position the client supine regardless of condition,A,The correct action for anxiety management reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with anxiety management arrives on the unit which action should the nurse perform first provide a quiet calm environment provide comfort measures only offer detailed education before stabilizing the client position the client supine regardless of condition,-1.435652898,0.764428571,0.371718997,,active
NCX1079,Psychosocial Integrity,substance use withdrawal,"A postoperative client with substance use withdrawal has labs: K+ 4.4, Na+ 124, Hgb 15.1. Vitals: BP 108/62, HR 130. Which order should the nurse implement first?",Administer benzodiazepines per protocol,Increase oral fluids without assessing contraindications,Ignore abnormal values if the client feels fine,Position the client supine regardless of condition,A,The correct action for substance use withdrawal reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a postoperative client with substance use withdrawal has labs k 4 4 na 124 hgb 15 1 vitals bp 108 62 hr 130 which order should the nurse implement first administer benzodiazepines per protocol increase oral fluids without assessing contraindications ignore abnormal values if the client feels fine position the client supine regardless of condition,-0.776713951,0.648857143,0.414295009,,active
NCX1080,Psychosocial Integrity,end-of-life care,Which step of sterile technique is critical when performing care related to end-of-life care?,Increase oral fluids without assessing contraindications,Honor the client’s goals for comfort,Encourage rest and postpone evaluation,Document and reassess later without intervening,B,The correct action for end-of-life care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which step of sterile technique is critical when performing care related to end of life care increase oral fluids without assessing contraindications honor the client s goals for comfort encourage rest and postpone evaluation document and reassess later without intervening,1.570787137,0.221714286,0.35467382,,draft
NCX1081,Psychosocial Integrity,schizophrenia care,A client with schizophrenia care has pressure injury risk factors. Which preventive action is most important to implement first?,Increase oral fluids without assessing contraindications,Encourage rest and postpone evaluation,Wait for provider rounds before acting,Use reality-based statements for hallucinations,D,The correct action for schizophrenia care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with schizophrenia care has pressure injury risk factors which preventive action is most important to implement first increase oral fluids without assessing contraindications encourage rest and postpone evaluation wait for provider rounds before acting use reality based statements for hallucinations,-0.101756787,0.517,0.423244248,,active
NCX1082,Psychosocial Integrity,mental health crisis,Which assessment should the nurse perform first for a client with mental health crisis?,Delegate initial assessment to unlicensed staff,Ensure immediate safety and remove hazards,Position the client supine regardless of condition,Document and reassess later without intervening,B,The correct action for mental health crisis reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which assessment should the nurse perform first for a client with mental health crisis delegate initial assessment to unlicensed staff ensure immediate safety and remove hazards position the client supine regardless of condition document and reassess later without intervening,-1.113371043,0.719714286,0.374695927,,active
NCX1083,Psychosocial Integrity,therapeutic communication,"During morning rounds, a client with therapeutic communication requests assistance. What should the nurse do first?",Apply restraints without trying alternatives,Ignore abnormal values if the client feels fine,Offer to sit quietly and listen,Wait for provider rounds before acting,C,The correct action for therapeutic communication reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,during morning rounds a client with therapeutic communication requests assistance what should the nurse do first apply restraints without trying alternatives ignore abnormal values if the client feels fine offer to sit quietly and listen wait for provider rounds before acting,0.084212993,0.472142857,0.421393894,NCX1120,active
NCX1084,Psychosocial Integrity,abuse reporting,Which intervention is indicated for a client experiencing abuse reporting symptoms?,Delegate initial assessment to unlicensed staff,Document and reassess later without intervening,Position the client supine regardless of condition,Ensure client safety and privacy,D,The correct action for abuse reporting reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which intervention is indicated for a client experiencing abuse reporting symptoms delegate initial assessment to unlicensed staff document and reassess later without intervening position the client supine regardless of condition ensure client safety and privacy,0.130217533,0.466571429,0.413276243,,active
NCX1085,Psychosocial Integrity,schizophrenia care,A 78-year-old client with schizophrenia care has oxygen saturation of 88 on room air and labored breathing. Which intervention is the priority?,Ignore abnormal values if the client feels fine,Delegate initial assessment to unlicensed staff,Assess medication adherence and side effects,Wait for provider rounds before acting,C,The correct action for schizophrenia care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a 78 year old client with schizophrenia care has oxygen saturation of 88 on room air and labored breathing which intervention is the priority ignore abnormal values if the client feels fine delegate initial assessment to unlicensed staff assess medication adherence and side effects wait for provider rounds before acting,0.015773096,0.502571429,0.414482537,,active
NCX1086,Psychosocial Integrity,depression care,Which action reflects evidence-based practice in managing depression care?,Wait for provider rounds before acting,Assess for suicidal ideation directly,Delegate initial assessment to unlicensed staff,Encourage rest and postpone evaluation,B,The correct action for depression care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which action reflects evidence based practice in managing depression care wait for provider rounds before acting assess for suicidal ideation directly delegate initial assessment to unlicensed staff encourage rest and postpone evaluation,1.074297206,0.295285714,0.392673669,,active
NCX1087,Psychosocial Integrity,abuse reporting,A client with abuse reporting has a central venous catheter. The nurse prepares to change the dressing using sterile technique. Which step is essential to prevent infection?,Document objective findings thoroughly,Position the client supine regardless of condition,Ignore abnormal values if the client feels fine,Apply restraints without trying alternatives,A,The correct action for abuse reporting reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with abuse reporting has a central venous catheter the nurse prepares to change the dressing using sterile technique which step is essential to prevent infection document objective findings thoroughly position the client supine regardless of condition ignore abnormal values if the client feels fine apply restraints without trying alternatives,0.75219271,0.344571429,0.401244384,,active
NCX1088,Psychosocial Integrity,end-of-life care,"On a medical-surgical floor, a client with end-of-life care has intake < output for 24 hours and dry mucous membranes. Which intervention should the nurse implement first?",Provide comfort measures only,Support family with clear communication,Wait for provider rounds before acting,Ignore abnormal values if the client feels fine,B,The correct action for end-of-life care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,on a medical surgical floor a client with end of life care has intake output for 24 hours and dry mucous membranes which intervention should the nurse implement first provide comfort measures only support family with clear communication wait for provider rounds before acting ignore abnormal values if the client feels fine,1.287377333,0.255285714,0.3755324,,active
NCX1089,Psychosocial Integrity,anxiety management,Which statement by the client about anxiety management requires further teaching?,Encourage slow deep breathing,Position the client supine regardless of condition,Apply restraints without trying alternatives,Delegate initial assessment to unlicensed staff,A,The correct action for anxiety management reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which statement by the client about anxiety management requires further teaching encourage slow deep breathing position the client supine regardless of condition apply restraints without trying alternatives delegate initial assessment to unlicensed staff,-0.783464625,0.660571429,0.404179613,NCX1163,active
NCX1090,Psychosocial Integrity,substance use withdrawal,Which nursing intervention reduces risk associated with substance use withdrawal?,Offer detailed education before stabilizing the client,Provide comfort measures only,Delegate initial assessment to unlicensed staff,Use CIWA-Ar to assess alcohol withdrawal,D,The correct action for substance use withdrawal reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which nursing intervention reduces risk associated with substance use withdrawal offer detailed education before stabilizing the client provide comfort measures only delegate initial assessment to unlicensed staff use ciwa ar to assess alcohol withdrawal,0.414456855,0.412571429,0.420580403,NCX1173,active
NCX1091,Psychosocial Integrity,depression care,A client with depression care is scheduled for a diagnostic procedure today. What should the nurse verify before the procedure begins?,Provide comfort measures only,Apply restraints without trying alternatives,Assess for suicidal ideation directly,Increase oral fluids without assessing contraindications,C,The correct action for depression care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with depression care is scheduled for a diagnostic procedure today what should the nurse verify before the procedure begins provide comfort measures only apply restraints without trying alternatives assess for suicidal ideation directly increase oral fluids without assessing contraindications,1.659783808,0.201285714,0.328014178,NCX1140,draft
NCX1092,Psychosocial Integrity,schizophrenia care,Which lab value in the setting of schizophrenia care requires immediate intervention?,Encourage rest and postpone evaluation,Increase oral fluids without assessing contraindications,Assess medication adherence and side effects,Offer detailed education before stabilizing the client,C,The correct action for schizophrenia care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which lab value in the setting of schizophrenia care requires immediate intervention encourage rest and postpone evaluation increase oral fluids without assessing contraindications assess medication adherence and side effects offer detailed education before stabilizing the client,0.193749029,0.464,0.413152872,,active
NCX1093,Psychosocial Integrity,substance use withdrawal,Which step of sterile technique is critical when performing care related to substance use withdrawal?,Position the client supine regardless of condition,Document and reassess later without intervening,Implement seizure precautions when indicated,Offer detailed education before stabilizing the client,C,The correct action for substance use withdrawal reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which step of sterile technique is critical when performing care related to substance use withdrawal position the client supine regardless of condition document and reassess later without intervening implement seizure precautions when indicated offer detailed education before stabilizing the client,-0.218161206,0.534142857,0.411784253,,active
NCX1094,Psychosocial Integrity,depression care,The nurse cares for a client with depression care and notices absent peripheral pulses. Which action takes priority?,Assess for suicidal ideation directly,Ignore abnormal values if the client feels fine,Delegate initial assessment to unlicensed staff,Apply restraints without trying alternatives,A,The correct action for depression care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,the nurse cares for a client with depression care and notices absent peripheral pulses which action takes priority assess for suicidal ideation directly ignore abnormal values if the client feels fine delegate initial assessment to unlicensed staff apply restraints without trying alternatives,-0.574277823,0.608428571,0.397974426,,active
NCX1095,Psychosocial Integrity,anxiety management,Which lab value in the setting of anxiety management requires immediate intervention?,"Provide a quiet, calm environment",Position the client supine regardless of condition,Apply restraints without trying alternatives,Wait for provider rounds before acting,A,The correct action for anxiety management reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which lab value in the setting of anxiety management requires immediate intervention provide a quiet calm environment position the client supine regardless of condition apply restraints without trying alternatives wait for provider rounds before acting,0.613615125,0.372857143,0.382309137,,active
NCX1096,Psychosocial Integrity,abuse reporting,A client with abuse reporting refuses a blood transfusion due to personal beliefs. Which action by the nurse is most appropriate?,Ensure client safety and privacy,Apply restraints without trying alternatives,Position the client supine regardless of condition,Encourage rest and postpone evaluation,A,The correct action for abuse reporting reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with abuse reporting refuses a blood transfusion due to personal beliefs which action by the nurse is most appropriate ensure client safety and privacy apply restraints without trying alternatives position the client supine regardless of condition encourage rest and postpone evaluation,-0.087454698,0.506,0.416023599,,active
